persona,age,employment_status,monthly_income,monthly_expenses,monthly_savings,emergency_fund,total_debt,investments,insurance_cover,financial_goal,savings_rate,expense_ratio,disposable_income,debt_to_income_ratio,emergency_fund_months,investment_ratio,insurance_ratio,net_monthly_cashflow,financial_health_score
Disciplined Saver,25,Freelancer,51050.0,16846.0,18378.0,523262.0,30252.0,765750.0,10720500.0,Wealth Creation,0.36,0.33,34204.0,0.05,31.06,1.25,17.5,15826.0,83.15
Mid Career,30,Salaried,148323.0,75645.0,54880.0,867690.0,2192419.0,1708681.0,25292038.0,Children Education,0.37,0.51,72678.0,1.23,11.47,0.96,14.21,17798.0,70.57
Student,24,Student,5924.0,3791.0,770.0,118.0,59927.0,1422.0,260182.0,Higher Education,0.13,0.64,2133.0,0.84,0.03,0.02,3.66,1363.0,31.87
Financially Stressed,34,Business,43291.0,41126.0,866.0,20780.0,822336.0,0.0,3865020.0,Emergency Fund,0.02,0.95,2165.0,1.58,0.51,0.0,7.44,1299.0,21.89
Retired,79,Retired,124265.0,95684.0,21125.0,1396739.0,414674.0,3459538.0,15702125.0,Retirement,0.17,0.77,28581.0,0.28,14.6,2.32,10.53,7456.0,68.58
Student,19,Student,7328.0,4836.0,73.0,806.0,43223.0,0.0,191700.0,Emergency Fund,0.01,0.66,2492.0,0.49,0.17,0.0,2.18,2419.0,28.13
Young Salaried,29,Salaried,66767.0,44066.0,12018.0,333835.0,31304.0,128193.0,7723607.0,Buy a Car,0.18,0.66,22701.0,0.04,7.58,0.16,9.64,10683.0,57.81
Wealth Builder,49,Business,385449.0,177307.0,158034.0,4355574.0,415044.0,14523718.0,105921385.0,Wealth Creation,0.41,0.46,208142.0,0.09,24.57,3.14,22.9,50108.0,89.87
Young Salaried,22,Salaried,55679.0,25056.0,9465.0,275611.0,288497.0,140311.0,8665880.0,Wealth Creation,0.17,0.45,30623.0,0.43,11.0,0.21,12.97,21158.0,63.11
Mid Career,37,Salaried,139879.0,55952.0,54553.0,965165.0,1636717.0,1477122.0,26235705.0,Children Education,0.39,0.4,83927.0,0.98,17.25,0.88,15.63,29374.0,75.6
Young Salaried,23,Salaried,38755.0,18602.0,6201.0,138355.0,49029.0,32554.0,4906383.0,Wealth Creation,0.16,0.48,20153.0,0.11,7.44,0.07,10.55,13952.0,57.19
Financially Stressed,46,Freelancer,36247.0,38059.0,362.0,7612.0,302492.0,17399.0,2527141.0,Emergency Fund,0.01,1.05,-1812.0,0.7,0.2,0.04,5.81,-2174.0,24.12
Business Owner,46,Business,600150.0,330082.0,174044.0,3138784.0,8968109.0,16204050.0,99168786.0,Business,0.29,0.55,270068.0,1.25,9.51,2.25,13.77,96024.0,66.27
Wealth Builder,57,Business,212397.0,82835.0,76463.0,2323623.0,385257.0,12718332.0,57066826.0,Wealth Creation,0.36,0.39,129562.0,0.15,28.05,4.99,22.39,53099.0,93.27
Young Salaried,24,Salaried,76607.0,40602.0,22982.0,223692.0,238184.0,367714.0,8871091.0,Wealth Creation,0.3,0.53,36005.0,0.26,5.51,0.4,9.65,13023.0,60.21
Mid Career,30,Salaried,128955.0,63188.0,51582.0,982637.0,1376164.0,835628.0,18801639.0,Children Education,0.4,0.49,65767.0,0.89,15.55,0.54,12.15,14185.0,73.38
Freelancer,44,Freelancer,142461.0,74080.0,32766.0,861889.0,285672.0,666717.0,14377164.0,Wealth Creation,0.23,0.52,68381.0,0.17,11.63,0.39,8.41,35615.0,66.72
Mid Career,31,Salaried,79204.0,41186.0,18217.0,479976.0,1147281.0,332657.0,18087025.0,Buy a House,0.23,0.52,38018.0,1.21,11.65,0.35,19.03,19801.0,62.36
Young Salaried,27,Salaried,51198.0,34303.0,11776.0,210936.0,130913.0,86013.0,7796431.0,Buy a Car,0.23,0.67,16895.0,0.21,6.15,0.14,12.69,5119.0,58.27
Disciplined Saver,46,Salaried,31954.0,17575.0,13740.0,301646.0,60915.0,506151.0,5165045.0,Wealth Creation,0.43,0.55,14379.0,0.16,17.16,1.32,13.47,639.0,81.83
Mid Career,38,Salaried,119370.0,63266.0,39392.0,848721.0,2890898.0,1418116.0,17604688.0,Buy a House,0.33,0.53,56104.0,2.02,13.42,0.99,12.29,16712.0,61.44
Young Salaried,26,Salaried,33327.0,16330.0,7665.0,73986.0,105717.0,35993.0,3883262.0,Buy a Car,0.23,0.49,16997.0,0.26,4.53,0.09,9.71,9332.0,54.25
Freelancer,35,Freelancer,97100.0,45637.0,9710.0,456370.0,10518.0,454428.0,10545060.0,Emergency Fund,0.1,0.47,51463.0,0.01,10.0,0.39,9.05,41753.0,59.09
Mid Career,42,Salaried,104341.0,38606.0,26085.0,712649.0,783876.0,888985.0,22237154.0,Children Education,0.25,0.37,65735.0,0.63,18.46,0.71,17.76,39650.0,70.52
Young Salaried,23,Salaried,45886.0,19731.0,11930.0,210158.0,184621.0,77088.0,7741886.0,Wealth Creation,0.26,0.43,26155.0,0.34,10.65,0.14,14.06,14225.0,68.68
Freelancer,43,Freelancer,54008.0,36185.0,5941.0,258158.0,214466.0,207391.0,8457653.0,Wealth Creation,0.11,0.67,17823.0,0.33,7.13,0.32,13.05,11882.0,54.0
Student,18,Student,17387.0,13736.0,1043.0,10432.0,37126.0,0.0,315052.0,Higher Education,0.06,0.79,3651.0,0.18,0.76,0.0,1.51,2608.0,33.09
High Income High Debt,55,Salaried,860190.0,679550.0,172038.0,1522536.0,14336154.0,7432042.0,104151805.0,Debt Reduction,0.2,0.79,180640.0,1.39,2.24,0.72,10.09,8602.0,38.77
Financially Stressed,52,Freelancer,49077.0,48586.0,1963.0,8834.0,706818.0,5889.0,3032959.0,Emergency Fund,0.04,0.99,491.0,1.2,0.18,0.01,5.15,-1472.0,21.26
Mid Career,35,Salaried,168755.0,99565.0,35439.0,1132346.0,2958514.0,405012.0,36025817.0,Buy a House,0.21,0.59,69190.0,1.46,11.37,0.2,17.79,33751.0,57.95
Retired,79,Retired,60259.0,45797.0,10847.0,553178.0,415213.0,1026813.0,6797215.0,Retirement,0.18,0.76,14462.0,0.57,12.08,1.42,9.4,3615.0,63.28
Disciplined Saver,42,Salaried,43522.0,21761.0,16103.0,292468.0,62091.0,741615.0,8878488.0,Wealth Creation,0.37,0.5,21761.0,0.12,13.44,1.42,17.0,5658.0,82.69
Student,23,Student,3839.0,3263.0,192.0,1920.0,38607.0,2303.0,53900.0,Emergency Fund,0.05,0.85,576.0,0.84,0.59,0.05,1.17,384.0,26.37
Freelancer,37,Freelancer,61367.0,45412.0,16569.0,288425.0,101999.0,154645.0,8741115.0,Emergency Fund,0.27,0.74,15955.0,0.14,6.35,0.21,11.87,-614.0,59.84
High Income High Debt,44,Business,499675.0,429720.0,39974.0,509668.0,13377716.0,3897465.0,69015111.0,Debt Reduction,0.08,0.86,69955.0,2.23,1.19,0.65,11.51,29981.0,25.17
Disciplined Saver,46,Salaried,26255.0,9977.0,10239.0,278566.0,78991.0,330813.0,4243858.0,Wealth Creation,0.39,0.38,16278.0,0.25,27.92,1.05,13.47,6039.0,81.28
Disciplined Saver,49,Freelancer,55334.0,17154.0,19367.0,354138.0,36737.0,723769.0,9661316.0,Wealth Creation,0.35,0.31,38180.0,0.06,20.64,1.09,14.55,18813.0,81.81
Freelancer,42,Freelancer,123457.0,76543.0,29630.0,407408.0,288637.0,118519.0,13481504.0,Wealth Creation,0.24,0.62,46914.0,0.19,5.32,0.08,9.1,17284.0,55.43
Young Salaried,29,Salaried,59670.0,31028.0,14918.0,254791.0,161188.0,143208.0,7948044.0,Buy a Car,0.25,0.52,28642.0,0.23,8.21,0.2,11.1,13724.0,62.79
Freelancer,31,Freelancer,110094.0,84772.0,31927.0,472303.0,8790.0,620930.0,19090300.0,Wealth Creation,0.29,0.77,25322.0,0.01,5.57,0.47,14.45,-6605.0,63.37
Retired,63,Retired,20380.0,12432.0,2853.0,218677.0,304794.0,305700.0,2201040.0,Retirement,0.14,0.61,7948.0,1.25,17.59,1.25,9.0,5095.0,56.29
Student,23,Student,2587.0,1837.0,181.0,2535.0,4568.0,621.0,42530.0,Emergency Fund,0.07,0.71,750.0,0.15,1.38,0.02,1.37,569.0,35.19
Freelancer,28,Freelancer,103436.0,58959.0,15515.0,350648.0,25094.0,471668.0,17935802.0,Wealth Creation,0.15,0.57,44477.0,0.02,5.95,0.38,14.45,28962.0,58.15
Disciplined Saver,42,Salaried,31252.0,15313.0,13751.0,338459.0,69124.0,157510.0,5902878.0,Wealth Creation,0.44,0.49,15939.0,0.18,22.1,0.42,15.74,2188.0,80.45
High Income High Debt,43,Business,926640.0,741312.0,83398.0,1686485.0,16069562.0,9896515.0,142443101.0,Debt Reduction,0.09,0.8,185328.0,1.45,2.28,0.89,12.81,101930.0,36.3
Financially Stressed,40,Business,48243.0,46796.0,2412.0,36665.0,856391.0,23157.0,3508231.0,Emergency Fund,0.05,0.97,1447.0,1.48,0.78,0.04,6.06,-965.0,21.25
Mid Career,44,Salaried,98212.0,53034.0,27499.0,735608.0,2064618.0,624628.0,23229102.0,Children Education,0.28,0.54,45178.0,1.75,13.87,0.53,19.71,17679.0,61.46
High Income High Debt,55,Salaried,284042.0,173266.0,42606.0,289723.0,11952280.0,2624548.0,43594766.0,Debt Reduction,0.15,0.61,110776.0,3.51,1.67,0.77,12.79,68170.0,26.07
Young Salaried,24,Salaried,62118.0,39756.0,18014.0,314938.0,139476.0,74542.0,11114153.0,Wealth Creation,0.29,0.64,22362.0,0.19,7.92,0.1,14.91,4348.0,65.95
Freelancer,40,Freelancer,61495.0,41202.0,14144.0,376964.0,290743.0,59035.0,6176558.0,Wealth Creation,0.23,0.67,20293.0,0.39,9.15,0.08,8.37,6149.0,58.71
Retired,58,Retired,21426.0,12213.0,3857.0,173122.0,214000.0,483371.0,2843659.0,Retirement,0.18,0.57,9213.0,0.83,14.18,1.88,11.06,5356.0,65.25
Mid Career,36,Salaried,121392.0,70407.0,31562.0,602104.0,2291495.0,1281900.0,19985979.0,Children Education,0.26,0.58,50985.0,1.57,8.55,0.88,13.72,19423.0,56.11
Young Salaried,25,Salaried,58164.0,36062.0,11051.0,263483.0,250577.0,153553.0,8947950.0,Wealth Creation,0.19,0.62,22102.0,0.36,7.31,0.22,12.82,11051.0,57.77
Mid Career,36,Salaried,68003.0,25841.0,16321.0,531783.0,2658208.0,758913.0,12224219.0,Children Education,0.24,0.38,42162.0,3.26,20.58,0.93,14.98,25841.0,50.84
Young Salaried,24,Salaried,47100.0,24963.0,15543.0,277419.0,289700.0,192168.0,5115060.0,Wealth Creation,0.33,0.53,22137.0,0.51,11.11,0.34,9.05,6594.0,68.43
Student,24,Student,9610.0,6054.0,192.0,384.0,21836.0,4613.0,465893.0,Higher Education,0.02,0.63,3556.0,0.19,0.06,0.04,4.04,3364.0,32.31
Mid Career,30,Salaried,81438.0,33390.0,29318.0,560293.0,1229971.0,390902.0,17649243.0,Children Education,0.36,0.41,48048.0,1.26,16.78,0.4,18.06,18730.0,70.15
Business Owner,47,Business,539265.0,318166.0,102460.0,2604650.0,9507290.0,6859451.0,97067700.0,Wealth Creation,0.19,0.59,221099.0,1.47,8.19,1.06,15.0,118639.0,54.14
Young Salaried,22,Salaried,55750.0,25645.0,17840.0,171152.0,133686.0,120420.0,6228390.0,Buy a Car,0.32,0.46,30105.0,0.2,6.67,0.18,9.31,12265.0,63.23
Young Salaried,22,Salaried,51487.0,33467.0,15961.0,121509.0,79704.0,179175.0,7618017.0,Wealth Creation,0.31,0.65,18020.0,0.13,3.63,0.29,12.33,2059.0,59.0
Financially Stressed,50,Freelancer,47554.0,45176.0,1902.0,7133.0,386116.0,0.0,4542358.0,Emergency Fund,0.04,0.95,2378.0,0.68,0.16,0.0,7.96,476.0,28.41
Mid Career,35,Salaried,87028.0,45255.0,22627.0,350723.0,2315329.0,950346.0,14777354.0,Buy a House,0.26,0.52,41773.0,2.22,7.75,0.91,14.15,19146.0,50.12
Young Salaried,23,Salaried,79509.0,43730.0,23058.0,179690.0,107008.0,181281.0,7976343.0,Wealth Creation,0.29,0.55,35779.0,0.11,4.11,0.19,8.36,12721.0,56.98
Financially Stressed,35,Salaried,49566.0,53036.0,991.0,13878.0,340728.0,11896.0,4205179.0,Emergency Fund,0.02,1.07,-3470.0,0.57,0.26,0.02,7.07,-4461.0,26.71
Mid Career,34,Salaried,151269.0,65046.0,60508.0,863746.0,2042826.0,1161746.0,25921456.0,Children Education,0.4,0.43,86223.0,1.13,13.28,0.64,14.28,25715.0,73.51
Mid Career,34,Salaried,194660.0,93437.0,50612.0,1049217.0,2353034.0,1214678.0,43004287.0,Children Education,0.26,0.48,101223.0,1.01,11.23,0.52,18.41,50611.0,65.61
Business Owner,46,Business,910849.0,537401.0,163953.0,5273816.0,9049419.0,20002244.0,141545935.0,Wealth Creation,0.18,0.59,373448.0,0.83,9.81,1.83,12.95,209495.0,62.61
Mid Career,30,Salaried,126004.0,54182.0,27721.0,871948.0,722829.0,1375964.0,29046442.0,Children Education,0.22,0.43,71822.0,0.48,16.09,0.91,19.21,44101.0,70.55
Young Salaried,26,Salaried,36895.0,21768.0,7379.0,177834.0,186738.0,35419.0,4600069.0,Buy a Car,0.2,0.59,15127.0,0.42,8.17,0.08,10.39,7748.0,57.34
Young Salaried,29,Salaried,61666.0,33916.0,11100.0,157248.0,278081.0,37000.0,9945492.0,Buy a Car,0.18,0.55,27750.0,0.38,4.64,0.05,13.44,16650.0,52.93
Disciplined Saver,29,Salaried,45410.0,19526.0,21343.0,514949.0,24365.0,648455.0,8086613.0,Wealth Creation,0.47,0.43,25884.0,0.04,26.37,1.19,14.84,4541.0,84.01
Student,21,Student,14867.0,12637.0,149.0,11150.0,51130.0,5352.0,811738.0,Emergency Fund,0.01,0.85,2230.0,0.29,0.88,0.03,4.55,2081.0,32.46
Mid Career,39,Salaried,126468.0,58175.0,30352.0,932069.0,2923289.0,1244445.0,19486189.0,Children Education,0.24,0.46,68293.0,1.93,16.02,0.82,12.84,37941.0,57.71
Young Salaried,27,Salaried,58643.0,24630.0,14661.0,344821.0,11016.0,49260.0,7740876.0,Wealth Creation,0.25,0.42,34013.0,0.02,14.0,0.07,11.0,19352.0,70.85
Freelancer,23,Freelancer,151145.0,108824.0,27206.0,492733.0,31307.0,163237.0,18191812.0,Wealth Creation,0.18,0.72,42321.0,0.02,4.53,0.09,10.03,15115.0,52.38
Business Owner,58,Business,886517.0,425528.0,141843.0,3820888.0,7420109.0,27446566.0,149679530.0,Wealth Creation,0.16,0.48,460989.0,0.7,8.98,2.58,14.07,319146.0,64.71
Mid Career,34,Salaried,60185.0,24074.0,23472.0,263610.0,2246008.0,267221.0,12292184.0,Buy a House,0.39,0.4,36111.0,3.11,10.95,0.37,17.02,12639.0,55.49
Young Salaried,22,Salaried,30458.0,14011.0,7310.0,131883.0,216437.0,32895.0,4831857.0,Buy a Car,0.24,0.46,16447.0,0.59,9.41,0.09,13.22,9137.0,62.63
Student,18,Student,18339.0,12837.0,2751.0,9720.0,29886.0,2201.0,224469.0,Emergency Fund,0.15,0.7,5502.0,0.14,0.76,0.01,1.02,2751.0,37.69
Student,24,Student,18033.0,16771.0,361.0,8656.0,68457.0,4328.0,387349.0,Higher Education,0.02,0.93,1262.0,0.32,0.52,0.02,1.79,901.0,29.27
Mid Career,33,Salaried,172999.0,84770.0,48440.0,1107194.0,1326149.0,1079514.0,25306294.0,Buy a House,0.28,0.49,88229.0,0.64,13.06,0.52,12.19,39789.0,69.11
Mid Career,36,Salaried,152248.0,71557.0,30450.0,1061169.0,652579.0,475014.0,34365419.0,Buy a House,0.2,0.47,80691.0,0.36,14.83,0.26,18.81,50241.0,68.39
Young Salaried,30,Salaried,79806.0,40701.0,17557.0,441327.0,196653.0,335185.0,12440159.0,Wealth Creation,0.22,0.51,39105.0,0.21,10.84,0.35,12.99,21548.0,67.53
Mid Career,44,Salaried,166584.0,94953.0,51641.0,1314348.0,1441432.0,1779117.0,31004614.0,Children Education,0.31,0.57,71631.0,0.72,13.84,0.89,15.51,19990.0,72.44
Wealth Builder,50,Business,136289.0,46338.0,59967.0,1364253.0,312127.0,4154089.0,33183646.0,Wealth Creation,0.44,0.34,89951.0,0.19,29.44,2.54,20.29,29984.0,87.7
Financially Stressed,40,Business,24547.0,26511.0,736.0,14974.0,651784.0,14728.0,2150317.0,Emergency Fund,0.03,1.08,-1964.0,2.21,0.56,0.05,7.3,-2700.0,14.41
High Income High Debt,48,Salaried,421853.0,265767.0,29530.0,1383678.0,9637474.0,2581740.0,62569237.0,Debt Reduction,0.07,0.63,156086.0,1.9,5.21,0.51,12.36,126556.0,36.05
Young Salaried,23,Salaried,47287.0,29318.0,12767.0,134295.0,60414.0,164559.0,8449241.0,Buy a Car,0.27,0.62,17969.0,0.11,4.58,0.29,14.89,5202.0,60.84
High Income High Debt,51,Business,450917.0,324660.0,85674.0,1370788.0,17493623.0,5194564.0,75483506.0,Debt Reduction,0.19,0.72,126257.0,3.23,4.22,0.96,13.95,40583.0,32.7
Student,18,Student,717.0,488.0,79.0,129.0,3177.0,344.0,35190.0,Emergency Fund,0.11,0.68,229.0,0.37,0.26,0.04,4.09,150.0,35.35
Retired,76,Retired,45512.0,27762.0,8192.0,283995.0,441309.0,589836.0,7602324.0,Retirement,0.18,0.61,17750.0,0.81,10.23,1.08,13.92,9558.0,61.76
Financially Stressed,28,Freelancer,39993.0,42393.0,1600.0,29595.0,244516.0,4799.0,2706726.0,Emergency Fund,0.04,1.06,-2400.0,0.51,0.7,0.01,5.64,-4000.0,28.21
Young Salaried,30,Salaried,77307.0,42519.0,13915.0,459977.0,172251.0,102045.0,11772310.0,Buy a Car,0.18,0.55,34788.0,0.19,10.82,0.11,12.69,20873.0,64.49
Student,21,Student,6914.0,4425.0,277.0,2420.0,3208.0,1659.0,375015.0,Higher Education,0.04,0.64,2489.0,0.04,0.55,0.02,4.52,2212.0,35.6
Disciplined Saver,47,Salaried,39821.0,18318.0,16327.0,414537.0,71593.0,200698.0,6431888.0,Wealth Creation,0.41,0.46,21503.0,0.15,22.63,0.42,13.46,5176.0,80.19
Student,20,Student,11658.0,9210.0,933.0,9326.0,80121.0,2798.0,447667.0,Emergency Fund,0.08,0.79,2448.0,0.57,1.01,0.02,3.2,1515.0,32.22
Financially Stressed,45,Salaried,31399.0,29201.0,628.0,23235.0,724130.0,0.0,2449122.0,Emergency Fund,0.02,0.93,2198.0,1.92,0.8,0.0,6.5,1570.0,19.49
Young Salaried,26,Salaried,46570.0,29805.0,14437.0,270572.0,109732.0,167652.0,8153476.0,Buy a Car,0.31,0.64,16765.0,0.2,9.08,0.3,14.59,2328.0,69.16
Young Salaried,25,Salaried,32153.0,19613.0,8681.0,116715.0,292399.0,138901.0,3599850.0,Wealth Creation,0.27,0.61,12540.0,0.76,5.95,0.36,9.33,3859.0,54.3
Mid Career,44,Salaried,195369.0,84009.0,48842.0,820550.0,2998741.0,1852098.0,30571341.0,Children Education,0.25,0.43,111360.0,1.28,9.77,0.79,13.04,62518.0,60.11
Business Owner,48,Business,374925.0,168716.0,78734.0,1574685.0,7696666.0,8323335.0,61502697.0,Wealth Creation,0.21,0.45,206209.0,1.71,9.33,1.85,13.67,127475.0,57.18
Young Salaried,23,Salaried,63588.0,41968.0,11446.0,279787.0,290430.0,175503.0,8897233.0,Wealth Creation,0.18,0.66,21620.0,0.38,6.67,0.23,11.66,10174.0,55.02
Mid Career,31,Salaried,120002.0,57601.0,39601.0,556809.0,2157510.0,316805.0,21686761.0,Buy a House,0.33,0.48,62401.0,1.5,9.67,0.22,15.06,22800.0,61.73
Student,22,Student,17971.0,12580.0,1438.0,3055.0,69005.0,8626.0,1000625.0,Emergency Fund,0.08,0.7,5391.0,0.32,0.24,0.04,4.64,3953.0,34.61
High Income High Debt,45,Salaried,890213.0,569736.0,169140.0,2456988.0,12198256.0,4593499.0,139407356.0,Debt Reduction,0.19,0.64,320477.0,1.14,4.31,0.43,13.05,151337.0,46.91
Mid Career,41,Salaried,98681.0,42433.0,23683.0,500313.0,671996.0,367093.0,19834881.0,Children Education,0.24,0.43,56248.0,0.57,11.79,0.31,16.75,32565.0,68.72
Mid Career,40,Salaried,120273.0,52920.0,32474.0,543634.0,2208883.0,476281.0,22284181.0,Children Education,0.27,0.44,67353.0,1.53,10.27,0.33,15.44,34879.0,59.82
Disciplined Saver,41,Salaried,54277.0,19540.0,26596.0,455384.0,83776.0,755536.0,9046890.0,Wealth Creation,0.49,0.36,34737.0,0.13,23.31,1.16,13.89,8141.0,82.83
Freelancer,38,Freelancer,139488.0,108801.0,15344.0,1099165.0,178080.0,100431.0,21107324.0,Emergency Fund,0.11,0.78,30687.0,0.11,10.1,0.06,12.61,15343.0,58.88
Mid Career,32,Salaried,197189.0,90707.0,43382.0,897210.0,2050817.0,2082316.0,38830458.0,Buy a House,0.22,0.46,106482.0,0.87,9.89,0.88,16.41,63100.0,63.59
Business Owner,44,Business,802773.0,473636.0,152527.0,4134281.0,5701834.0,19651883.0,158467390.0,Wealth Creation,0.19,0.59,329137.0,0.59,8.73,2.04,16.45,176610.0,65.31
Financially Stressed,51,Freelancer,33352.0,31017.0,1334.0,32685.0,972616.0,8004.0,2377331.0,Emergency Fund,0.04,0.93,2335.0,2.43,1.05,0.02,5.94,1001.0,15.16
Student,24,Student,9562.0,6407.0,861.0,574.0,31595.0,2295.0,366033.0,Higher Education,0.09,0.67,3155.0,0.28,0.09,0.02,3.19,2294.0,34.26
Business Owner,49,Business,935348.0,402200.0,168363.0,3778806.0,8009324.0,15152638.0,170382992.0,Business,0.18,0.43,533148.0,0.71,9.4,1.35,15.18,364785.0,63.47
Young Salaried,27,Salaried,40318.0,17337.0,11692.0,168126.0,2698.0,58058.0,3928586.0,Wealth Creation,0.29,0.43,22981.0,0.01,9.7,0.12,8.12,11289.0,67.44
Student,21,Student,16689.0,10848.0,1502.0,501.0,25569.0,8011.0,470630.0,Higher Education,0.09,0.65,5841.0,0.13,0.05,0.04,2.35,4339.0,35.03
Young Salaried,23,Salaried,47658.0,29071.0,10961.0,213508.0,88602.0,200164.0,6205072.0,Buy a Car,0.23,0.61,18587.0,0.15,7.34,0.35,10.85,7626.0,60.69
Mid Career,30,Salaried,114464.0,51509.0,36628.0,706243.0,1950367.0,1112590.0,26070321.0,Children Education,0.32,0.45,62955.0,1.42,13.71,0.81,18.98,26327.0,67.69
High Income High Debt,41,Business,521705.0,438232.0,88690.0,1591200.0,11399502.0,2566789.0,76127194.0,Debt Reduction,0.17,0.84,83473.0,1.82,3.63,0.41,12.16,-5217.0,35.84
Freelancer,35,Freelancer,184404.0,136459.0,40569.0,872231.0,254011.0,708111.0,32241195.0,Wealth Creation,0.22,0.74,47945.0,0.11,6.39,0.32,14.57,7376.0,59.93
Student,18,Student,15777.0,9624.0,0.0,3786.0,56315.0,5680.0,620983.0,Higher Education,0.0,0.61,6153.0,0.3,0.39,0.03,3.28,6153.0,30.43
Business Owner,43,Business,685424.0,376983.0,137085.0,4133107.0,1282291.0,23276999.0,108242158.0,Business,0.2,0.55,308441.0,0.16,10.96,2.83,13.16,171356.0,74.47
High Income High Debt,31,Business,606545.0,491301.0,115244.0,1364726.0,11483799.0,6405115.0,82174717.0,Debt Reduction,0.19,0.81,115244.0,1.58,2.78,0.88,11.29,0.0,38.51
Freelancer,25,Freelancer,53127.0,28157.0,8500.0,285823.0,292651.0,210383.0,5393453.0,Emergency Fund,0.16,0.53,24970.0,0.46,10.15,0.33,8.46,16470.0,58.01
Mid Career,35,Salaried,139579.0,68394.0,32103.0,584836.0,2187188.0,1540952.0,25090721.0,Buy a House,0.23,0.49,71185.0,1.31,8.55,0.92,14.98,39082.0,58.2
Student,20,Student,244.0,190.0,20.0,120.0,97603.0,59.0,7759.0,Emergency Fund,0.08,0.78,54.0,33.33,0.63,0.02,2.65,34.0,11.02
Young Salaried,23,Salaried,56884.0,36975.0,17634.0,180891.0,155922.0,252565.0,6744167.0,Buy a Car,0.31,0.65,19909.0,0.23,4.89,0.37,9.88,2275.0,58.88
Financially Stressed,28,Salaried,20484.0,21099.0,410.0,5531.0,332938.0,7374.0,1629707.0,Emergency Fund,0.02,1.03,-615.0,1.35,0.26,0.03,6.63,-1025.0,19.94
Business Owner,33,Business,368771.0,236013.0,99568.0,1180067.0,6328189.0,2964919.0,58723094.0,Wealth Creation,0.27,0.64,132758.0,1.43,5.0,0.67,13.27,33190.0,50.4
Young Salaried,27,Salaried,33029.0,16184.0,8918.0,94793.0,152603.0,47562.0,4875080.0,Buy a Car,0.27,0.49,16845.0,0.39,5.86,0.12,12.3,7927.0,59.3
High Income High Debt,45,Business,230920.0,147789.0,46184.0,653504.0,19654276.0,2687909.0,34416317.0,Debt Reduction,0.2,0.64,83131.0,7.09,4.42,0.97,12.42,36947.0,33.28
Freelancer,28,Freelancer,199044.0,139331.0,23885.0,740444.0,234756.0,907641.0,33081113.0,Wealth Creation,0.12,0.7,59713.0,0.1,5.31,0.38,13.85,35828.0,53.89
Business Owner,51,Business,283683.0,136168.0,79431.0,1676567.0,9025610.0,4595665.0,44220506.0,Wealth Creation,0.28,0.48,147515.0,2.65,12.31,1.35,12.99,68084.0,55.43
Mid Career,37,Salaried,194143.0,93189.0,50477.0,1063904.0,395543.0,1887070.0,42610506.0,Children Education,0.26,0.48,100954.0,0.17,11.42,0.81,18.29,50477.0,73.8
Financially Stressed,43,Freelancer,46643.0,44777.0,933.0,2799.0,669238.0,27986.0,3106424.0,Emergency Fund,0.02,0.96,1866.0,1.2,0.06,0.05,5.55,933.0,22.7
Mid Career,37,Salaried,187522.0,80634.0,54381.0,943236.0,2828027.0,1935227.0,29703485.0,Children Education,0.29,0.43,106888.0,1.26,11.7,0.86,13.2,52507.0,65.96
Business Owner,34,Business,493222.0,266340.0,93712.0,1790396.0,4865815.0,16157953.0,91265799.0,Wealth Creation,0.19,0.54,226882.0,0.82,6.72,2.73,15.42,133170.0,62.37
Student,23,Student,2094.0,1424.0,84.0,482.0,46962.0,1005.0,110563.0,Higher Education,0.04,0.68,670.0,1.87,0.34,0.04,4.4,586.0,19.91
High Income High Debt,45,Business,335109.0,291545.0,30160.0,382024.0,11926367.0,2935555.0,57786196.0,Debt Reduction,0.09,0.87,43564.0,2.97,1.31,0.73,14.37,13404.0,21.37
Freelancer,45,Freelancer,181690.0,72676.0,43606.0,942971.0,106400.0,283436.0,31505046.0,Emergency Fund,0.24,0.4,109014.0,0.05,12.97,0.13,14.45,65408.0,72.61
Young Salaried,28,Salaried,41403.0,22358.0,10765.0,194180.0,86201.0,39747.0,5544690.0,Wealth Creation,0.26,0.54,19045.0,0.17,8.69,0.08,11.16,8280.0,64.17
Mid Career,41,Salaried,95275.0,52401.0,21913.0,681216.0,896387.0,331557.0,17755449.0,Children Education,0.23,0.55,42874.0,0.78,13.0,0.29,15.53,20961.0,66.19
Business Owner,37,Business,961669.0,634702.0,182717.0,5337263.0,1091859.0,19964248.0,186717653.0,Business,0.19,0.66,326967.0,0.09,8.41,1.73,16.18,144250.0,67.54
Young Salaried,25,Salaried,71800.0,46670.0,12924.0,153652.0,108804.0,292944.0,12493200.0,Buy a Car,0.18,0.65,25130.0,0.13,3.29,0.34,14.5,12206.0,53.77
Mid Career,30,Salaried,159419.0,65362.0,47826.0,718980.0,759858.0,420866.0,37342307.0,Children Education,0.3,0.41,94057.0,0.4,11.0,0.22,19.52,46231.0,71.87
Mid Career,30,Salaried,176628.0,74184.0,56521.0,1243461.0,2463606.0,657056.0,30606100.0,Children Education,0.32,0.42,102444.0,1.16,16.76,0.31,14.44,45923.0,68.13
